Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Bag/Case material (product.metafields.shopify.bag-case-material),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Fit (product.metafields.shopify.fit),Neckline (product.metafields.shopify.neckline),Pants length type (product.metafields.shopify.pants-length-type),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Waist rise (product.metafields.shopify.waist-rise),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
white-unisex-sweatpants-basic,,,,,,,,,m,,,,,,,,LV-134-BUS-B-M,100.0,shopify,-2,deny,manual,350.00,800.00,true,false,,,,,'11904145698870,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Black_5.png?v=1747544119,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
white-unisex-sweatpants-basic,,,,,,,,,l,,,,,,,,LV-134-BUS-B-L,100.0,shopify,0,deny,manual,350.00,800.00,true,false,,,,,'11904145731638,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Black_1.png?v=1747544119,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
white-unisex-sweatpants-basic,,,,,,,,,xl,,,,,,,,LV-134-BUS-B-XL,100.0,shopify,0,deny,manual,350.00,800.00,true,false,,,,,'11904145864406,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Black_4.png?v=1747544119,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
white-unisex-sweatpants-basic,,,,,,,,,2xl,,,,,,,,LV-134-BUS-B-2XL,100.0,shopify,0,deny,manual,350.00,800.00,true,false,,,,,'11904145997174,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/21.png?v=1747483054,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
white-unisex-sweatpants-basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/20_b8db0973-0007-4a68-afb3-2498ee86f6be.png?v=1747483054,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white-unisex-sweatpants-basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/W24Artboard6-100.jpg?v=1747995923,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grey-crewneck-sweatshirt-basic-copy,Silver Grey Crewneck Unisex Sweatshirt - Basic,"<p>Stay warm and stylish this winter with our White Crewneck Sweatshirt. Made from high-quality materials, this basic sweatshirt is perfect for any occasion. Its design is versatile and can easily be dressed up or down. Get yours today and stay cozy all season long.</p>
<h4>Size Chart</h4>
<p><img><img src=""https://cdn.shopify.com/s/files/1/0609/9238/9206/files/W24Artboard11-100_23d2ab66-47d4-400b-bfdd-8d4dec1de002.jpg?v=1762041554"" alt=""""></p>",Leveld,Apparel & Accessories > Clothing > Clothing Tops > Sweatshirts,Basic Crewneck Sweatshirt,Clearance,true,Size,s,product.metafields.shopify.size,,,,,,,LV-92-SGCUS-B-S,100.0,shopify,0,deny,manual,420.00,950.00,true,false,,,,,'48077339484758,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/13_f55581b8-53cb-44e2-a166-14a67e8a0612.png?v=1759789576,1,"",false,,,,,,,,,,,,,,,,,,,,,gray,,,,,s; m; l; xl; 2xl,,,,,,,,,,kg,,,active
grey-crewneck-sweatshirt-basic-copy,,,,,,,,,m,,,,,,,,LV-92-SGCUS-B-M,100.0,shopify,0,deny,manual,420.00,950.00,true,false,,,,,'78077339517526,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/17_b8c226bc-2876-43b0-9db9-e2b46f434428.png?v=1759789576,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
grey-crewneck-sweatshirt-basic-copy,,,,,,,,,l,,,,,,,,LV-92-SGCUS-B-L,100.0,shopify,1,deny,manual,420.00,950.00,true,false,,,,,'38077339650294,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/15_947ebebd-63fc-4484-937d-244f32df0165.png?v=1759789576,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
grey-crewneck-sweatshirt-basic-copy,,,,,,,,,xl,,,,,,,,LV-92-SGCUS-B-XL,100.0,shopify,0,deny,manual,420.00,950.00,true,false,,,,,'88077339783062,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/19_f04eac3b-01d6-4ad7-b72c-870ecbe16518.png?v=1759789576,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
grey-crewneck-sweatshirt-basic-copy,,,,,,,,,2xl,,,,,,,,LV-92-SGCUS-B-2XL,100.0,shopify,0,deny,manual,420.00,950.00,true,false,,,,,'78077339815830,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/14_6c96a8d8-f528-42a7-90fe-389a5e854001.png?v=1759789576,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
grey-crewneck-sweatshirt-basic-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/16_5701bbf2-f76f-48b8-8ab6-c87873f35424.png?v=1759789576,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grey-crewneck-sweatshirt-basic-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/18_30823cbe-10d6-491f-affb-d1440f401e4a.png?v=1759789576,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grey-crewneck-sweatshirt-basic-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/W24Artboard11-100.jpg?v=1760809273,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-crewneck-sweatshirt-basic,Black Crewneck Unisex Sweatshirt - Basic,"<p>Stay warm and stylish this winter with our White Crewneck Sweatshirt. Made from high-quality materials, this basic sweatshirt is perfect for any occasion. Its design is versatile and can easily be dressed up or down. Get yours today and stay cozy all season long.</p>
<h4>Size Chart</h4>
<p><img><img src=""https://cdn.shopify.com/s/files/1/0609/9238/9206/files/W24Artboard11-100_23d2ab66-47d4-400b-bfdd-8d4dec1de002.jpg?v=1762041554"" alt=""""></p>",Leveld,Apparel & Accessories > Clothing > Clothing Tops > Sweatshirts,Basic Crewneck Sweatshirt,Clearance,true,Size,s,product.metafields.shopify.size,,,,,,,LV-80-BCUS-B-S,100.0,shopify,1,deny,manual,420.00,950.00,true,false,,,,,'98077323572342,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/4_577baa2d-6e1c-42af-8e74-9f98beb9b84a.png?v=1759789760,1,"",false,,,,,,,,,,,,,,,,,,,,,black,,,,,s; m; l; xl; 2xl,,,,,,,,,,kg,,,active
black-crewneck-sweatshirt-basic,,,,,,,,,m,,,,,,,,LV-80-BCUS-B-M,100.0,shopify,0,deny,manual,420.00,950.00,true,false,,,,,'88077323605110,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/1_36b2648c-99cb-418e-b12a-949623935d8c.png?v=1759789760,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-crewneck-sweatshirt-basic,,,,,,,,,l,,,,,,,,LV-80-BCUS-B-L,100.0,shopify,0,deny,manual,420.00,950.00,true,false,,,,,'38077323737878,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/2_4b799f5a-2ad0-480b-8544-62be7265ea55.png?v=1759694934,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-crewneck-sweatshirt-basic,,,,,,,,,xl,,,,,,,,LV-80-BCUS-B-XL,100.0,shopify,0,deny,manual,420.00,950.00,true,false,,,,,'58077323870646,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/3_5b7d402a-c48b-4a84-8853-f60c0bdc3fce.png?v=1759694934,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-crewneck-sweatshirt-basic,,,,,,,,,2xl,,,,,,,,LV-80-BCUS-B-2XL,100.0,shopify,0,deny,manual,420.00,950.00,true,false,,,,,'68077323903414,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/5_9f6bc084-3215-4563-85bc-67497a566c11.png?v=1759694934,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
black-crewneck-sweatshirt-basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/CrewneckFront-Black_15d90897-4665-418e-af82-bbe648b5497c.png?v=1759694934,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-crewneck-sweatshirt-basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/CrewneckBack-Black_50df96fa-a684-420f-addf-3bb6edfcdcc0.png?v=1759694934,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-crewneck-sweatshirt-basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/CrewneckCloseup-Black.png?v=1759694934,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-crewneck-sweatshirt-basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/W24Artboard11-100.jpg?v=1760809273,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white-crewneck-sweatshirt-basic,Royal Blue Crewneck Unisex Sweatshirt - Basic,"<p>Stay warm and stylish this winter with our White Crewneck Sweatshirt. Made from high-quality materials, this basic sweatshirt is perfect for any occasion. Its design is versatile and can easily be dressed up or down. Get yours today and stay cozy all season long.</p>
<h4>Size Chart</h4>
<p><img><img src=""https://cdn.shopify.com/s/files/1/0609/9238/9206/files/W24Artboard11-100_23d2ab66-47d4-400b-bfdd-8d4dec1de002.jpg?v=1762041554"" alt=""""></p>",Leveld,Apparel & Accessories > Clothing > Clothing Tops > Sweatshirts,Basic Crewneck Sweatshirt,Clearance,true,Size,s,product.metafields.shopify.size,,,,,,,LV-88-RBCUS-B-S,100.0,shopify,0,deny,manual,420.00,950.00,true,false,,,,,'38077327548054,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/20_2993452f-7763-4699-9197-7d358655e0fe.png?v=1759793789,1,"",false,,,,,,,,,,,,,,,,,,,,,white,,,,,s; m; l; xl; 2xl,,,,,,,,,,kg,,,active
white-crewneck-sweatshirt-basic,,,,,,,,,m,,,,,,,,LV-88-RBCUS-B-M,100.0,shopify,0,deny,manual,420.00,950.00,true,false,,,,,'48077327680822,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/23_991506f9-81ab-4d44-88e0-6298682afedd.png?v=1759793789,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
white-crewneck-sweatshirt-basic,,,,,,,,,l,,,,,,,,LV-88-RBCUS-B-L,100.0,shopify,0,deny,manual,420.00,950.00,true,false,,,,,'78077327713590,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/21-Copy.png?v=1759695010,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
white-crewneck-sweatshirt-basic,,,,,,,,,xl,,,,,,,,LV-88-RBCUS-B-XL,100.0,shopify,0,deny,manual,420.00,950.00,true,false,,,,,'58077327846358,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/24_92f873f1-0d90-4a51-91ef-bff9fa72ac0b.png?v=1759695010,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
white-crewneck-sweatshirt-basic,,,,,,,,,2xl,,,,,,,,LV-88-RBCUS-B-2XL,100.0,shopify,0,deny,manual,420.00,950.00,true,false,,,,,'38077327979126,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/22_3d3b8ed1-00f0-45c2-8bb5-d5bd48f9395c.png?v=1759695010,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
white-crewneck-sweatshirt-basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/W24Artboard11-100.jpg?v=1760809273,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
washed-oversized-unisex-hoodie,Washed Oversized Unisex Hoodie - Dark Grey,"<p>This Washed Oversized Unisex Hoodie is perfect for those who want a comfortable and stylish look. Made from high-quality materials, it offers a relaxed fit and a washed finish for added texture. With its oversized design, it is suitable for both men and women, making it a versatile addition to any wardrobe.<span></span></p>
<h4>Size Chart</h4>
<p><img src=""https://cdn.shopify.com/s/files/1/0609/9238/9206/files/W24Artboard7-100.jpg?v=1760808420"" alt=""""></p>",Leveld,Apparel & Accessories > Clothing > Clothing Tops > Hoodies,Basic Oversized Hoodie,Clearance,true,Size,s,product.metafields.shopify.size,,,,,,,,100.0,shopify,0,deny,manual,500.00,1199.00,true,false,,,,,'74390870,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Whisk_jntm3ajzyyjykzgotedn0gtlhvjy00yymvdotkz.png?v=1760805718,1,"",false,,,,,adult,,,,,,,,,,,,,adults,,,black,,,,,s; m; l; xl,,unisex,long,,,,,,,kg,,,active
washed-oversized-unisex-hoodie,,,,,,,,,m,,,,,,,,,100.0,shopify,-12,deny,manual,500.00,1199.00,true,false,,,,,'74423638,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Whisk_zemmwidnmdtzjhtztctz3iwlyktn00syilzntgd.png?v=1760805725,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
washed-oversized-unisex-hoodie,,,,,,,,,l,,,,,,,,,100.0,shopify,0,deny,manual,500.00,1199.00,true,false,,,,,'74456406,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Whisk_905b817c6ee449a9a5e43f100e1432f8eg.png?v=1760805725,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
washed-oversized-unisex-hoodie,,,,,,,,,xl,,,,,,,,,100.0,shopify,0,deny,manual,500.00,1199.00,true,false,,,,,'74489174,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Whisk_c1babb2519eba85835b420bd01049bc1eg_1.png?v=1760805725,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
washed-oversized-unisex-hoodie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/W24Artboard7-100.jpg?v=1763247797,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basic-oversized-hoodie-black,Black Oversized Unisex Hoodie - Basic,"<p><span>The Oversized Hoodie is crafted from premium quality materials, ensuring warmth and comfort during the winter months. Its oversized fit provides a relaxed silhouette, making it an ideal choice for layering or casual wear. Designed with attention to detail, this hoodie features a soft interior and durable exterior, perfect for everyday use. Available in a variety of colors, it seamlessly combines style and functionality, making it a must-have addition to your winter wardrobe.</span></p>
<h4><span>Size Chart</span></h4>
<p><span><img src=""https://cdn.shopify.com/s/files/1/0609/9238/9206/files/W24Artboard12-100_64395b4c-9a68-488d-af1c-bf45c96f118b.jpg?v=1760809601"" alt=""""></span></p>",Leveld,Apparel & Accessories > Clothing > Clothing Tops > Hoodies,Basic Oversized Hoodie,Clearance,true,Size,s,product.metafields.shopify.size,,,,,,,,100.0,shopify,0,deny,manual,480.00,1099.00,true,false,,,,,'56434006,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/27_55a0590a-363f-4889-9ae0-1a601bd3dff7.png?v=1759790124,1,"",false,,,,,adult,,,,,,,,,,,,,adults,,,black,,,,,s; m; l; xl; 2xl,,unisex,long,,,,,,,kg,,,active
basic-oversized-hoodie-black,,,,,,,,,m,,,,,,,,,100.0,shopify,0,deny,manual,480.00,1099.00,true,false,,,,,'56466774,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/31_a532190a-cf42-4db3-a695-3211704f394c.png?v=1759790124,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
basic-oversized-hoodie-black,,,,,,,,,l,,,,,,,,,100.0,shopify,1,deny,manual,480.00,1099.00,true,false,,,,,'56499542,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/30_ed12de16-4510-4ea0-aa64-754a08542252.png?v=1759790124,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
basic-oversized-hoodie-black,,,,,,,,,xl,,,,,,,,,100.0,shopify,0,deny,manual,480.00,1099.00,true,false,,,,,'56532310,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/29_e3c24c0a-7632-4064-8d22-e3da42f65fd4.png?v=1759790124,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
basic-oversized-hoodie-black,,,,,,,,,2xl,,,,,,,,,100.0,shopify,0,deny,manual,480.00,1099.00,true,false,,,,,'56565078,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/32_da1e8a58-1bb8-45de-9c23-6ba56c106fd6.png?v=1759790124,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
basic-oversized-hoodie-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/28_07dbf1fe-963e-466e-a3ce-a55b3321dfcf.png?v=1759790124,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basic-oversized-hoodie-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/HoodieFront-Black.png?v=1759695529,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basic-oversized-hoodie-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/HoodieBack-Black.png?v=1759695529,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basic-oversized-hoodie-white-1,White Oversized Unisex Hoodie - Basic,"<p><span>The Oversized Hoodie is crafted from premium quality materials, ensuring warmth and comfort during the winter months. Its oversized fit provides a relaxed silhouette, making it an ideal choice for layering or casual wear. Designed with attention to detail, this hoodie features a soft interior and durable exterior, perfect for everyday use. Available in a variety of colors, it seamlessly combines style and functionality, making it a must-have addition to your winter wardrobe.</span></p>
<h4><span>Size Chart</span></h4>
<p><span><img src=""https://cdn.shopify.com/s/files/1/0609/9238/9206/files/W24Artboard12-100_64395b4c-9a68-488d-af1c-bf45c96f118b.jpg?v=1760809601"" alt=""""></span></p>",Leveld,Apparel & Accessories > Clothing > Clothing Tops > Hoodies,Basic Oversized Hoodie,Clearance,true,Size,s,product.metafields.shopify.size,,,,,,,,100.0,shopify,1,deny,manual,480.00,1099.00,true,false,,,,,'49585494,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/19_1b41cb21-4f01-4524-895e-468fe283c736.png?v=1759695580,1,"",false,,,,,adult,,,,,,,,,,,,,adults,,,white,,,,,s; m; l; xl; 2xl,,unisex,long,,,,,,,kg,,,active
basic-oversized-hoodie-white-1,,,,,,,,,m,,,,,,,,,100.0,shopify,0,deny,manual,480.00,1099.00,true,false,,,,,'49618262,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/22_a7d726ca-f1ca-442d-80f7-e3a1163795d6.png?v=1759789047,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
basic-oversized-hoodie-white-1,,,,,,,,,l,,,,,,,,,100.0,shopify,0,deny,manual,480.00,1099.00,true,false,,,,,'49651030,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/20_a8bccf4a-c95e-4f2f-bdf8-2461414d3498.png?v=1759789047,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
basic-oversized-hoodie-white-1,,,,,,,,,xl,,,,,,,,,100.0,shopify,0,deny,manual,480.00,1099.00,true,false,,,,,'49683798,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/21_7b48d074-c653-421d-9813-bfc64e7d226c.png?v=1759789047,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
basic-oversized-hoodie-white-1,,,,,,,,,2xl,,,,,,,,,100.0,shopify,0,deny,manual,480.00,1099.00,true,false,,,,,'49716566,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/HoodieFront-White.png?v=1759695580,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
basic-oversized-hoodie-white-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/HoodieBack-White.png?v=1759695580,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basic-oversized-hoodie-white,Silver Grey Oversized Unisex Hoodie - Basic,"<p><span>The Oversized Hoodie is crafted from premium quality materials, ensuring warmth and comfort during the winter months. Its oversized fit provides a relaxed silhouette, making it an ideal choice for layering or casual wear. Designed with attention to detail, this hoodie features a soft interior and durable exterior, perfect for everyday use. Available in a variety of colors, it seamlessly combines style and functionality, making it a must-have addition to your winter wardrobe.</span></p>
<h4><span>Size Chart</span></h4>
<p><span><img src=""https://cdn.shopify.com/s/files/1/0609/9238/9206/files/W24Artboard12-100_64395b4c-9a68-488d-af1c-bf45c96f118b.jpg?v=1760809601"" alt=""""></span></p>",Leveld,Apparel & Accessories > Clothing > Clothing Tops > Hoodies,Basic Oversized Hoodie,Clearance,true,Size,s,product.metafields.shopify.size,,,,,,,"",100.0,shopify,0,deny,manual,480.00,1099.00,true,false,,,,,'45489494,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/24_b3aa80bf-33d5-4098-a2ee-e060c8c766b4.png?v=1759789075,1,"",false,,,,,adult,,,,,,,,,,,,,adults,,,gray,,,,,s; m; l; xl; 2xl,,unisex,long,,,,,,,kg,,,active
basic-oversized-hoodie-white,,,,,,,,,m,,,,,,,,"",100.0,shopify,0,deny,manual,480.00,1099.00,true,false,,,,,'45522262,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/25_c0637674-cc43-4046-b010-d2d3e167e62f.png?v=1759789075,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
basic-oversized-hoodie-white,,,,,,,,,l,,,,,,,,"",100.0,shopify,1,deny,manual,480.00,1099.00,true,false,,,,,'45555030,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/23_30705194-b614-4065-92e6-605d84928d98.png?v=1759789075,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
basic-oversized-hoodie-white,,,,,,,,,xl,,,,,,,,"",100.0,shopify,0,deny,manual,480.00,1099.00,true,false,,,,,'45587798,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/26_955e0e0b-38d1-451a-a556-f6ccfe7e575c.png?v=1759789075,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
basic-oversized-hoodie-white,,,,,,,,,2xl,,,,,,,,"",100.0,shopify,0,deny,manual,480.00,1099.00,true,false,,,,,'45620566,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/HoodieFront-Grey_042c181f-d7be-4d35-9098-3dfc3a0dd6b3.png?v=1759695641,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
basic-oversized-hoodie-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/HoodieBack-Grey_8d281038-c279-494d-b66b-aa6e7823c566.png?v=1759695641,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basic-oversized-hoodie-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/washedhoodies.png?v=1759695641,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
washed-oversized-unisex-t-shirt-leveld,Washed Oversized Unisex T-Shirt - Leveld,"<p>Elevate your casual wardrobe with our Washed Oversized Unisex T-Shirt, crafted from premium quality 100% heavy cotton for ultimate comfort and durability. This versatile t-shirt is designed to provide a relaxed fit for both men and women, making it a perfect addition to any wardrobe.<br>• 100% Boulevard Cotton<br>• Fabric weight: 220 g/m² (Mid/Heavy)<br>• Side-seamed construction<br>• double-needle stitch</p>
<p><strong>Size Chart</strong></p>
<p><strong><img src=""https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Washed.jpg?v=1764097693"" alt=""""></strong></p>",Leveld,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,Printed Oversized T-Shirt,Clearance,false,Size,S,,,,,,,,LV-57-WOUT-L-S,100.0,shopify,0,deny,manual,499.00,999.00,true,false,,,,,'66303573053686,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/leveld.png?v=1726602490,1,Printed Oversized T-Shirt,false,,,,,adult,,,,,,,,,,,,,adults,,,black,cotton,,crew,,xl; m; s; l; 2xl,short,unisex,medium,,,,,,,kg,,,archived
washed-oversized-unisex-t-shirt-leveld,,,,,,,,,M,,,,,,,,LV-57-WOUT-L-M,100.0,shopify,-1,deny,manual,499.00,999.00,true,false,,,,,'66303573186454,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/washedfront_2x-8_2_0e6fee08-50d2-4be6-8903-fc46d206577a.png?v=1726602514,2,Printed Oversized T-Shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
